ID,Score
906,1.8336041333133473
899,1.7905463186167545
984,1.5866995747625363
866,1.5846882914282165
862,1.5358014111554914
967,1.5328154089605075
951,1.452478704549273
738,1.3754934449587486
935,1.330512923633131
973,1.3051797130099285
909,1.2957252949403881
860,1.2759275160365389
966,1.2755987539769928
979,1.2669010669021947
882,1.2068119176635288
776,1.1828821703606154
879,1.163219341629407
915,1.12324990993175
695,1.0877933978876848
891,1.0804840963838933
864,1.0647326157300725
986,1.048504478743098
916,1.036037405788316
976,1.0213442318027777
974,1.00409760237915
818,1.0016162947440617
797,0.9916859758255321
727,0.991654054751224
914,0.9911705603823721
930,0.9888076736289628
942,0.959402065593588
757,0.9316711739483107
933,0.9304008807889153
931,0.9261276547981342
852,0.9215570063214276
868,0.9175391413109242
968,0.9157472017200916
988,0.9129244978897026
748,0.9076419026832162
634,0.9069588476902283
876,0.8973331197479366
925,0.8926754416986799
726,0.8841163165259084
918,0.8840213564615227
679,0.8834901332627189
810,0.88023575063625
871,0.8592151596297695
900,0.8479867519261782
825,0.8376834539114157
962,0.8364775653633921
929,0.830475809822721
922,0.8302367489437302
926,0.8194562189168653
923,0.8120990665806044
972,0.8067145204015167
957,0.8011307035680624
665,0.800290118323726
814,0.7847076616567552
779,0.7818592888734616
895,0.7778948941297174
847,0.7778014974070075
872,0.7772086358215291
731,0.7772039920397099
964,0.777112812729783
745,0.7769041970294163
877,0.776479040216846
873,0.7760127105613491
856,0.7697207324882943
884,0.7665327018802317
636,0.7599047990595819
841,0.7596879141200331
921,0.7555992081035192
901,0.750112000922274
954,0.746082099646145
794,0.7438592474423859
739,0.7363054384011177
938,0.7352943452626283
802,0.731099421566384
927,0.7283314695256184
770,0.7178048456487912
896,0.7119075442280828
784,0.7098421508886542
714,0.7054527162428534
804,0.7043964311376325
793,0.703958579171662
682,0.7037215202027809
977,0.7024336896485173
893,0.6979113901054664
874,0.6973600572197186
948,0.6951644179396361
505,0.6905697727644166
834,0.6901040388647768
574,0.6887658910768361
963,0.6852703811210716
705,0.6773449941261502
774,0.6769892190666136
978,0.6769605897044596
765,0.6679179876090693
952,0.6627231057383627
778,0.6616016963741231
949,0.6587402158794851
855,0.6565088178919146
848,0.6515647938728076
717,0.6377320154218514
773,0.6347591465485543
943,0.6319053231266917
723,0.6306308818451171
800,0.623946559957617
970,0.6222930416487238
851,0.6222813252831838
785,0.6210512035950393
850,0.6176405249388419
756,0.6174993068915875
823,0.6170591203378356
920,0.6147828307793867
764,0.6034551769392349
827,0.5996144847026722
587,0.5993737932327919
750,0.5975706788526253
760,0.5903922248527508
702,0.5894740451105881
905,0.5832456966220776
722,0.5804571219954392
790,0.5793966649486118
711,0.5790876514597729
697,0.5752316400680125
987,0.5716259513644273
946,0.5705505763207348
897,0.5686558277582305
912,0.5661553293304042
795,0.5650531509114742
863,0.5634729114347786
734,0.5622372911063301
752,0.5613452059936358
849,0.558210068927578
672,0.5538068300414315
703,0.5508601948142782
709,0.5502688037559457
907,0.5498090147277694
985,0.5495029588084699
614,0.548377136813496
883,0.5458754625578974
710,0.5453276860921066
903,0.5450584559714753
783,0.5443599864462797
720,0.540265522458858
822,0.5382170883485528
993,0.5355829249026307
746,0.5355240181939857
626,0.5353992301132765
692,0.5346691309285379
788,0.5328194444545612
660,0.5298901386169478
688,0.528723198486759
491,0.5267042021700958
652,0.5239034534668531
885,0.52321999174857
616,0.520654752378437
691,0.5196928088468509
956,0.5170430169429059
826,0.516803796228519
749,0.5163493138556864
865,0.5144837134955248
620,0.5142218577606451
838,0.512439584354699
725,0.511476571151778
595,0.5087307358652225
728,0.5085668696463531
593,0.508431962095105
694,0.5063920427644041
761,0.5056363703528314
741,0.5041175248375065
857,0.5030340222515921
418,0.5010202676051128
651,0.5004183480078837
699,0.500104161303957
715,0.4988466949883001
777,0.49875206907973907
706,0.4986557840539566
683,0.49712083019739634
787,0.49508043232030047
816,0.49154036485776736
858,0.49054171299637356
980,0.48784887845947206
532,0.48759401986501405
632,0.4873930128735529
602,0.48690640829455184
753,0.48671617880701373
601,0.48644619529702726
892,0.48605337435398555
843,0.4856380925252446
592,0.4822146280191127
662,0.4810698574705684
499,0.4795558814500416
644,0.47864433688745095
515,0.47706927388029524
835,0.47703993308477555
675,0.47524733378715217
647,0.4731006050579551
535,0.472472239164834
763,0.47223938806363747
771,0.4721081341486868
950,0.46959050287020726
859,0.4660023929450503
839,0.46525379344743123
733,0.46371108498089997
633,0.4619845457887417
845,0.46153210084203805
853,0.45982300649475194
718,0.4594004151581405
807,0.45919325487218604
713,0.45801410485362976
769,0.4570657648060977
960,0.4565081440764502
937,0.4560441843930706
768,0.45595939557442344
890,0.45523015138213446
944,0.4528672413168144
721,0.45256084168465366
508,0.4521950190836266
659,0.45124731924764927
911,0.44470350647800544
736,0.4440242580696253
579,0.4431510835639517
786,0.4429663017411455
894,0.44274276355209247
613,0.4408197683773157
673,0.43951940455358995
767,0.4371352171792323
842,0.4342377212710425
541,0.4334621475766774
730,0.4328237742077232
690,0.43206418558320203
568,0.4308416099904913
583,0.4298207237183045
619,0.4293995882529134
638,0.4272029007240164
552,0.425009596512659
965,0.42303077022746666
599,0.42026839306975705
658,0.4194353216453894
621,0.41940485765982716
762,0.4190991878340987
881,0.418993550831531
755,0.41880359096340075
708,0.4187550716256952
789,0.41788219138370786
990,0.4176519667973049
645,0.4175163911628938
971,0.4171656037586708
854,0.41714108953617496
953,0.41628113773543385
799,0.4154825301394463
582,0.4139779485262756
766,0.4131009480387108
947,0.4113357286203197
924,0.41120759651755256
744,0.4106513803272973
898,0.41029172141207515
735,0.40887027870387066
832,0.4070749870253808
664,0.405458024274004
687,0.4051795270558198
605,0.4022973550122975
525,0.40228945712520725
661,0.4016943984322948
729,0.40127992775055527
681,0.4012580630194896
604,0.40109494972449056
580,0.3999570642064752
666,0.3995958485832676
875,0.39853436758001903
391,0.3982845385969889
747,0.3946528029146461
724,0.3940155112999767
945,0.3929308522642368
554,0.3927730605279103
693,0.3926463419310983
663,0.39195855331272655
628,0.3919415966573915
878,0.3914768390601465
910,0.3912896106139033
719,0.39016749790711286
575,0.3893915318055924
932,0.38875954390763173
519,0.38752040233743235
497,0.3868112566899162
465,0.3862220674570868
607,0.38621020173324594
809,0.38597469793054756
470,0.385852543200611
803,0.38515777450257455
958,0.38306107726557753
732,0.3829866113132919
969,0.38046228569815765
759,0.379314871303467
